,patent_id,Grant-date,Appli-date,CPC,Inventor,Cited,Citing,year,month,month_year,Qt
10721191,20130312128,2013-11-21,2013-07-03,A01K 67/0275 20130101+A01K 2217/07 20130101+A01K 2217/206 20130101+A01K 2227/105 20130101+C12N 15/8509 20130101+C12N 9/1241 20130101+C12N 2800/30 20130101+C12N 2840/102 20130101+C12N 15/873 20130101+C12N 15/85 20130101+C12N 2800/22 20130101+C12N 15/907 20130101,4.0,,,2013,7,2013-07,3
10721192,20130312129,2013-11-21,2013-07-03,A01K 67/0275 20130101+A01K 2217/07 20130101+A01K 2217/206 20130101+A01K 2227/105 20130101+C12N 15/8509 20130101+C12N 9/1241 20130101+C12N 2800/30 20130101+C12N 2840/102 20130101+C12N 15/873 20130101+C12N 15/85 20130101+C12N 2800/22 20130101+C12N 15/907 20130101,4.0,,,2013,7,2013-07,3
10727205,20130318645,2013-11-28,2013-05-22,A01K 67/0275 20130101+C12N 15/8509 20130101+A01K 2217/072 20130101+A01K 2217/075 20130101+A01K 2217/203 20130101+A01K 2227/105 20130101+C12N 2830/003 20130101+C12N 2830/006 20130101+C12N 15/907 20130101+C12N 15/85 20130101+C12Q 1/6897 20130101,1.0,,,2013,5,2013-05,2
10727520,20130316366,2013-11-28,2013-05-24,C12N 15/85 20130101+C12N 15/86 20130101+C12N 15/907 20130101+G01N 33/582 20130101+G01N 33/68 20130101+C07K 2319/00 20130101+C12N 2740/15043 20130101,3.0,,,2013,5,2013-05,2
10772222,20140013457,2014-01-09,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10774308,20140017212,2014-01-16,2013-03-15,A61K 38/46 20130101+A61K 38/465 20130101+A61K 48/00 20130101+A61K 35/28 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C07K 2319/81 20130101+A61K 48/005 20130101,1.0,,,2013,3,2013-03,1
10775639,20140017214,2014-01-16,2013-07-11,A61K 35/18 20130101+C12Y 301/01008 20130101+C12N 15/907 20130101+A61K 38/465 20130101,1.0,,,2013,7,2013-07,3
10778872,20140017238,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778873,20140017229,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778874,20140017781,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778875,20140020124,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778876,20140020125,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778878,20140017782,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10778879,20140018522,2014-01-16,2013-09-25,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10784360,20140023637,2014-01-23,2013-09-24,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,9,2013-09,3
10791618,20140033337,2014-01-30,2013-10-04,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,10,2013-10,4
10791619,20140033336,2014-01-30,2013-10-04,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,10,2013-10,4
10797828,20140041068,2014-02-06,2013-10-04,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,10,2013-10,4
10798067,20140038292,2014-02-06,2013-10-07,C12N 9/22 20130101+C12N 15/85 20130101+C12N 2800/90 20130101+C12N 9/1241 20130101+C12N 15/907 20130101,2.0,,,2013,10,2013-10,4
10814269,20140056868,2014-02-27,2013-05-30,A61K 48/00 20130101+C12N 15/85 20130101+A61K 48/005 20130101+C12N 15/10 20130101+C12N 15/90 20130101+C12N 2800/90 20130101+C12N 15/907 20130101+C12N 2800/80 20130101+C12N 2800/108 20130101+C12N 2800/24 20130101+C12N 15/8213 20130101,6.0,,,2013,5,2013-05,2
10822062,20140068797,2014-03-06,2013-03-15,C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/111 20130101+C12N 2310/11 20130101+C12N 2310/13 20130101+C12N 15/90 20130101+C12N 2310/531 20130101+C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/907 20130101+C12Y 301/04 20130101+C12N 2310/3519 20130101,7.0,,,2013,3,2013-03,1
10830488,20140072961,2014-03-13,2013-07-09,C12N 9/22 20130101+C12N 15/907 20130101+C07K 2319/10 20130101+C12N 15/102 20130101+C12N 15/52 20130101+C12N 15/63 20130101+C12N 15/85 20130101+C07K 2319/81 20130101,2.0,,,2013,7,2013-07,3
10833194,20140075586,2014-03-13,2013-11-13,C12N 15/8509 20130101+A01K 67/0275 20130101+C12N 15/907 20130101+A01K 2217/07 20130101+A01K 2217/206 20130101+A01K 2227/105 20130101+C12N 2800/30 20130101+C12N 2840/102 20130101,4.0,,,2013,11,2013-11,4
10833302,20140073010,2014-03-13,2013-11-14,A01K 67/0275 20130101+A01K 67/0278 20130101+A01K 2227/105 20130101+C07K 16/00 20130101+C07K 2317/56 20130101+C12N 15/902 20130101+C12N 15/907 20130101+C12N 2800/204 20130101+C12N 15/67 20130101+C07K 16/462 20130101+C12N 15/85 20130101+C12P 21/00 20130101+C12N 15/8509 20130101+C07K 16/28 20130101+A01K 2217/05 20130101,5.0,,,2013,11,2013-11,4
10869776,20140115728,2014-04-24,2013-03-14,C12N 9/1048 20130101+C12N 15/907 20130101+A61K 35/407 20130101+C12N 15/8509 20130101+C12N 9/0071 20130101+C12N 9/22 20130101+C12N 9/2465 20130101+C12N 15/8778 20130101+A01K 2217/00 20130101+A01K 2217/15 20130101+A01K 2227/108 20130101+A01K 2267/025 20130101+C07K 2319/80 20130101+A01K 2217/075 20130101+A01K 67/0276 20130101,1.0,,,2013,3,2013-03,1
10870247,20140112896,2014-04-24,2013-07-11,A61K 38/46 20130101+A61K 38/465 20130101+A61K 48/00 20130101+A61K 35/28 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C07K 2319/81 20130101+A61K 48/005 20130101,1.0,,,2013,7,2013-07,3
10871548,20140113375,2014-04-24,2013-10-19,C12N 9/1276 20130101+C12N 9/22 20130101+C12Y 207/07049 20130101+C12N 15/907 20130101+C12Y 301/21 20130101+C12N 15/102 20130101+C12N 15/1096 20130101,1.0,,,2013,10,2013-10,4
10879726,20140123330,2014-05-01,2013-10-30,A01K 67/0276 20130101+A01K 2227/101 20130101+A01K 2227/108 20130101+A01K 2227/40 20130101+C12N 15/907 20130101+C12N 15/8778 20130101+A01K 2217/075 20130101+A01K 2267/02 20130101,3.0,,,2013,10,2013-10,4
10881148,20140120612,2014-05-01,2014-01-02,C12N 9/22 20130101+C07K 2319/50 20130101+C07K 2319/80 20130101+C12Y 301/21004 20130101+C07K 14/47 20130101+C07K 2319/81 20130101+C12N 15/907 20130101+C12N 15/85 20130101,2.0,,,2014,1,2014-01,1
10883895,20140127814,2014-05-08,2011-08-10,C12N 15/907 20130101,4.0,,,2011,8,2011-08,3
10884888,20140127810,2014-05-08,2013-10-03,A61K 48/00 20130101+A61K 48/005 20130101+C07K 2319/81 20130101+C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/85 20130101+C12N 15/907 20130101+C12N 2310/11 20130101+C12N 2330/10 20130101+C12N 2750/14143 20130101+C12N 15/86 20130101,2.0,,,2013,10,2013-10,4
10915226,20140155689,2014-06-05,2014-02-07,A01K 67/0275 20130101+A01K 2217/05 20130101+A01K 2217/075 20130101+C12N 15/907 20130101+C12N 15/85 20130101+C12N 2830/42 20130101+C12N 2840/44 20130101+A61D 19/04 20130101+C12N 2800/30 20130101,4.0,,,2014,2,2014-02,1
10930738,20140170753,2014-06-19,2014-02-18,C12N 15/85 20130101+C12N 2800/90 20130101+C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/907 20130101+A61K 38/43 20130101+A61K 38/46 20130101+A61K 38/47 20130101+C12Q 1/68 20130101+C12N 9/14 20130101+C12N 9/22 20130101+C12N 9/52 20130101+C12N 15/00 20130101+C12N 15/102 20130101+C12N 2800/80 20130101+C12N 2800/30 20130101+C12N 9/96 20130101,1.0,,,2014,2,2014-02,1
10936515,20140179005,2014-06-26,2013-11-27,C12N 15/907 20130101+C12N 9/22 20130101+C12N 9/003 20130101+C12Y 301/04 20130101+C12Y 105/01003 20130101+C12N 9/93 20130101+C12Y 603/01002 20130101,3.0,,,2013,11,2013-11,4
10938981,20140179006,2014-06-26,2014-02-18,C12N 9/22 20130101+C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/70 20130101+C12N 15/74 20130101+C12N 15/8509 20130101+C12N 15/907 20130101+C12N 15/113 20130101+C12N 2310/10 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 2800/101 20130101+C12N 15/85 20130101,1.0,,,2014,2,2014-02,1
10939802,20140178879,2014-06-26,2014-02-28,A01K 67/0275 20130101+A01K 2217/05 20130101+C12Q 1/6827 20130101+C12N 15/907 20130101+C12N 15/79 20130101+A01K 2227/105 20130101,5.0,,,2014,2,2014-02,1
10944661,20140186919,2014-07-03,2013-12-12,C12N 15/63 20130101+C12N 15/85 20130101+C12N 15/86 20130101+C12N 2750/14143 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 9/22 20130101,3.0,,,2013,12,2013-12,4
10944664,20140189896,2014-07-03,2013-12-12,C12N 9/22 20130101+C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/70 20130101+C12N 15/74 20130101+C12N 15/8509 20130101+C12N 15/907 20130101+C12N 15/113 20130101+C12N 2310/10 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 2800/101 20130101+C12N 15/85 20130101,11.0,,,2013,12,2013-12,4
10947080,20140189900,2014-07-03,2014-02-10,A01K 67/0275 20130101+A01K 2217/07 20130101+A01K 2217/206 20130101+A01K 2227/105 20130101+C12N 15/8509 20130101+C12N 9/1241 20130101+C12N 2800/30 20130101+C12N 2840/102 20130101+C12N 15/873 20130101+C12N 15/85 20130101+C12N 2800/22 20130101+C12N 15/907 20130101,4.0,,,2014,2,2014-02,1
10950452,20140193913,2014-07-10,2013-08-16,C12N 5/0696 20130101+C12N 15/873 20130101+C12N 15/907 20130101+C12N 2501/235 20130101+C12N 2510/00 20130101+C12N 2740/16043 20130101+C12N 2501/602 20130101+C12N 2501/603 20130101+C12N 2501/604 20130101+C12N 2501/605 20130101+C12N 2501/606 20130101+C12N 2501/727 20130101+C12N 15/85 20130101,2.0,,,2013,8,2013-08,3
10954169,20140193917,2014-07-10,2014-03-17,C12N 15/8213 20130101+C12N 15/873 20130101+C12N 15/81 20130101+C12N 15/907 20130101+C12N 15/905 20130101,2.0,,,2014,3,2014-03,1
10958559,20140201857,2014-07-17,2014-01-14,A01K 67/0276 20130101+A01K 2217/072 20130101+A01K 2227/101 20130101+C12N 15/907 20130101+A01K 2227/30 20130101+A01K 2267/02 20130101+A01K 2227/108 20130101,2.0,,,2014,1,2014-01,1
10959944,20140199761,2014-07-17,2014-03-18,A01K 67/0275 20130101+A01K 2217/07 20130101+A01K 2217/206 20130101+A01K 2227/105 20130101+C12N 15/8509 20130101+C12N 9/1241 20130101+C12N 2800/30 20130101+C12N 2840/102 20130101+C12N 15/873 20130101+C12N 15/85 20130101+C12N 2800/22 20130101+C12N 15/907 20130101,4.0,,,2014,3,2014-03,1
10966168,20140205579,2014-07-24,2014-03-25,A61K 48/005 20130101+C12N 15/85 20130101+C12N 2800/30 20130101+C12N 5/0662 20130101+C12N 9/22 20130101+A61K 38/00 20130101+C07K 2319/81 20130101+A61K 48/00 20130101+C12N 2800/80 20130101+C12N 2015/8536 20130101+C12N 15/907 20130101,5.0,,,2014,3,2014-03,1
10972162,20140212928,2014-07-31,2014-03-06,C07K 2319/70 20130101+C07K 2319/81 20130101+C12Y 301/00 20130101+C12N 15/907 20130101+A61K 38/00 20130101+C12N 9/22 20130101,1.0,,,2014,3,2014-03,1
10983841,20140230083,2014-08-14,2013-07-24,A01K 67/0275 20130101+A01K 2217/07 20130101+C12N 15/87 20130101+C07K 14/195 20130101+C12N 15/907 20130101+C07K 2319/80 20130101+C12Y 301/21 20130101+C12N 15/902 20130101+C12N 9/22 20130101,5.0,,,2013,7,2013-07,3
10987405,20140227787,2014-08-14,2014-04-18,C12N 15/85 20130101+C12N 2800/90 20130101+C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/907 20130101+A61K 38/43 20130101+A61K 38/46 20130101+A61K 38/47 20130101+C12Q 1/68 20130101+C12N 9/14 20130101+C12N 9/22 20130101+C12N 9/52 20130101+C12N 15/00 20130101+C12N 15/102 20130101+C12N 2800/80 20130101+C12N 2800/30 20130101+C12N 9/96 20130101,1.0,,,2014,4,2014-04,2
11000506,20140242702,2014-08-28,2014-02-24,C12N 15/907 20130101,3.0,,,2014,2,2014-02,1
11001497,20140242700,2014-08-28,2014-03-24,C12N 15/63 20130101+C12N 15/85 20130101+C12N 15/86 20130101+C12N 2750/14143 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 9/22 20130101,2.0,,,2014,3,2014-03,1
11035305,20140283156,2014-09-18,2014-03-13,C12N 15/907 20130101+C12N 2800/30 20130101+C12N 2310/1241 20130101+C12N 15/1138 20130101,2.0,,,2014,3,2014-03,1
11036949,20140273037,2014-09-18,2014-03-14,C12N 15/907 20130101+C12N 9/22 20130101+C12N 2800/22 20130101+C12N 15/102 20130101+C12N 15/85 20130101,1.0,,,2014,3,2014-03,1
11038813,20140273226,2014-09-18,2014-03-17,C12N 15/907 20130101+C12N 9/22 20130101+C12N 2800/22 20130101+C12N 15/102 20130101+C12N 15/85 20130101,1.0,,,2014,3,2014-03,1
11039548,20140273231,2014-09-18,2014-04-23,C12N 9/22 20130101+C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/70 20130101+C12N 15/74 20130101+C12N 15/8509 20130101+C12N 15/907 20130101+C12N 15/113 20130101+C12N 2310/10 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101+C12N 2800/101 20130101+C12N 15/85 20130101,2.0,,,2014,4,2014-04,2
11040922,20140273234,2014-09-18,2014-06-02,C12N 15/63 20130101+C12N 15/85 20130101+C12N 15/86 20130101+C12N 2750/14143 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 9/22 20130101,2.0,,,2014,6,2014-06,2
11045885,20140287513,2014-09-25,2012-07-16,C12N 15/79 20130101+C12N 15/81 20130101+C12N 15/85 20130101+C12N 2800/90 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C12N 9/1241 20130101,1.0,,,2012,7,2012-07,3
11050888,20140298505,2014-10-02,2012-06-06,A01K 67/0275 20130101+C07K 2319/80 20130101+C12N 15/62 20130101+C12N 15/8509 20130101+C12N 9/22 20130101+C12Y 301/21004 20130101+C12N 9/16 20130101+A01K 2207/05 20130101+A01K 2217/075 20130101+A01K 2227/105 20130101+A01K 2267/03 20130101+C12N 2999/007 20130101+C12N 15/907 20130101,1.0,,,2012,6,2012-06,2
11054189,20140294773,2014-10-02,2012-12-21,C07K 2319/22 20130101+C12N 15/907 20130101+C12N 15/62 20130101+C12N 15/70 20130101+C07K 2319/09 20130101+C12N 9/22 20130101+C12N 15/74 20130101+C07K 2319/60 20130101+C07K 2319/71 20130101+C07K 2319/85 20130101+A61K 38/00 20130101+C12N 15/902 20130101+A61K 48/005 20130101+C12N 9/16 20130101+C12N 15/81 20130101+C12N 15/82 20130101+C12N 15/86 20130101+C07K 14/245 20130101,2.0,,,2012,12,2012-12,4
11058779,20140304847,2014-10-09,2012-06-06,C12N 15/1024 20130101+C12N 15/907 20130101+C12N 15/85 20130101+C12N 15/8509 20130101,2.0,,,2012,6,2012-06,2
11071217,20140315257,2014-10-23,2012-05-24,C12N 15/85 20130101+C12N 2800/107 20130101+C12N 2830/20 20130101+C12N 15/90 20130101+C12N 15/64 20130101+C12N 15/907 20130101,1.0,,,2012,5,2012-05,2
11071906,20140315985,2014-10-23,2014-03-12,C12Q 1/68 20130101+C12Q 1/686 20130101+C12Q 1/6818 20130101+C12N 15/85 20130101+C12N 15/102 20130101+C12N 9/22 20130101+C12N 15/52 20130101+C12N 2800/80 20130101+C12N 15/90 20130101+C12N 15/907 20130101+C12Q 1/6806 20130101+A61K 38/465 20130101+A61K 47/48092 20130101+C12Q 1/6869 20130101+C12Q 1/6818 20130101+C12Q 2525/203 20130101,6.0,,,2014,3,2014-03,1
11085076,20140331345,2014-11-06,2013-05-04,C12N 15/907 20130101+C12N 15/79 20130101+C07H 21/04 20130101+C12N 15/85 20130101+A01K 67/0275 20130101+C12N 15/8509 20130101+A01K 2217/07 20130101+A01K 2227/108 20130101,3.0,,,2013,5,2013-05,2
11092826,20140335063,2014-11-13,2014-05-06,C12N 15/907 20130101+A61K 35/28 20130101+A01K 2267/0381 20130101+A01K 2207/12 20130101+A01K 2207/15 20130101+A61K 48/00 20130101,3.0,,,2014,5,2014-05,2
11093796,20140335620,2014-11-13,2014-06-02,C12N 15/63 20130101+C12N 15/85 20130101+C12N 15/86 20130101+C12N 2750/14143 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 9/22 20130101,2.0,,,2014,6,2014-06,2
11095896,20140335621,2014-11-13,2012-12-12,C12N 15/09 20130101+C12N 15/85 20130101+C12N 15/63 20130101+C12N 2840/44 20130101+C12N 15/907 20130101+C12N 2830/50 20130101+C12N 2840/203 20130101+C12N 15/8509 20130101,1.0,,,2012,12,2012-12,4
11100908,20140342456,2014-11-20,2014-06-30,C12N 15/10 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/87 20130101+C12N 15/85 20130101+C12N 15/90 20130101+C12N 15/81 20130101+C12N 15/01 20130101+C12N 15/907 20130101+C12N 2810/55 20130101+C12N 15/1024 20130101+C12N 15/8201 20130101,3.0,,,2014,6,2014-06,2
11100910,20140342457,2014-11-20,2014-06-30,C12N 15/10 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/87 20130101+C12N 15/85 20130101+C12N 15/90 20130101+C12N 15/81 20130101+C12N 15/01 20130101+C12N 15/907 20130101+C12N 2810/55 20130101+C12N 15/1024 20130101+C12N 15/8201 20130101,3.0,,,2014,6,2014-06,2
11100911,20140342458,2014-11-20,2014-06-30,C12N 15/10 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/87 20130101+C12N 15/85 20130101+C12N 15/90 20130101+C12N 15/81 20130101+C12N 15/01 20130101+C12N 15/907 20130101+C12N 2810/55 20130101+C12N 15/1024 20130101+C12N 15/8201 20130101,3.0,,,2014,6,2014-06,2
11106832,20140349405,2014-11-27,2014-05-22,C12N 9/22 20130101+C12N 15/85 20130101+C12N 15/907 20130101+C12N 15/63 20130101+C07K 2319/20 20130101+C07K 14/22 20130101,6.0,,,2014,5,2014-05,2
11109161,20140349394,2014-11-27,2014-07-30,C07K 2319/81 20130101+C12N 2800/30 20130101+C12N 15/907 20130101+C12N 15/1082 20130101,5.0,,,2014,7,2014-07,3
11110678,20140351965,2014-11-27,2014-08-15,C12N 15/85 20130101+A01K 67/0276 20130101+A01K 2217/075 20130101+A01K 2227/108 20130101+C12N 15/907 20130101+A01K 67/0275 20130101+A01K 2227/101 20130101,2.0,,,2014,8,2014-08,3
11115574,20140359798,2014-12-04,2014-06-03,C12N 15/907 20130101+C07K 14/47 20130101+A01K 67/0275 20130101+A01K 2217/072 20130101+A01K 2227/105 20130101+A01K 2267/02 20130101+A01K 2267/0306 20130101,2.0,,,2014,6,2014-06,2
11115878,20140356958,2014-12-04,2014-06-30,C12N 15/10 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 15/87 20130101+C12N 15/85 20130101+C12N 15/90 20130101+C12N 15/81 20130101+C12N 15/01 20130101+C12N 15/907 20130101+C12N 2810/55 20130101+C12N 15/1024 20130101+C12N 15/8201 20130101,3.0,,,2014,6,2014-06,2
11115879,20140356959,2014-12-04,2014-06-30,C12N 15/01 20130101+C12N 15/87 20130101+C12N 15/102 20130101+C12N 15/635 20130101+C12N 15/907 20130101+C12N 15/113 20130101+C12N 15/85 20130101+C12Y 301/00 20130101+C12N 2310/3513 20130101+C12N 2310/10 20130101,3.0,,,2014,6,2014-06,2
11115881,20140356956,2014-12-04,2014-06-30,C12N 15/01 20130101+C12N 15/87 20130101+C12N 15/102 20130101+C12N 15/635 20130101+C12N 15/907 20130101+C12N 15/113 20130101+C12N 15/85 20130101+C12Y 301/00 20130101+C12N 2310/3513 20130101+C12N 2310/10 20130101,3.0,,,2014,6,2014-06,2
11118292,20140357530,2014-12-04,2014-08-19,C12N 15/1082 20130101+C12N 15/63 20130101+C12N 15/635 20130101+C12N 15/102 20130101+C12N 15/1093 20130101+C12N 15/1034 20130101+C12N 15/907 20130101+C12N 2750/14143 20130101,3.0,,,2014,8,2014-08,3
11134405,20140377341,2014-12-25,2014-05-29,A61K 2035/126 20130101+C12N 15/88 20130101+C12N 15/90 20130101+C12N 2800/90 20130101+A61K 38/185 20130101+A61K 48/00 20130101+C12N 15/907 20130101+A61K 9/4816 20130101+A61K 9/4808 20130101+A61K 9/4866 20130101+A61K 38/22 20130101,2.0,,,2014,5,2014-05,2
11137676,20140377870,2014-12-25,2014-08-29,C12N 15/86 20130101+C12N 15/907 20130101+C12N 2710/24143 20130101+C12N 15/85 20130101+C12N 15/70 20130101+C12N 15/79 20130101+C12N 15/80 20130101+C12N 15/82 20130101+C12N 2800/40 20130101,6.0,,,2014,8,2014-08,3
11148022,20150013025,2015-01-08,2014-05-07,C12Q 1/6876 20130101+A01K 2267/02 20130101+C12Q 2600/124 20130101+A01K 67/0275 20130101+A01K 2227/40 20130101+A01K 2227/30 20130101+A01K 2227/108 20130101+A01K 2227/107 20130101+A01K 2227/106 20130101+A01K 2227/50 20130101+A01K 2227/103 20130101+A01K 2227/102 20130101+A01K 2227/101 20130101+A01K 2227/10 20130101+A01K 2217/07 20130101+A01K 2227/105 20130101+C12N 15/907 20130101+A01K 2217/203 20130101+A01K 2217/206 20130101+C12Q 1/6897 20130101,1.0,,,2014,5,2014-05,2
